Hugo_Symbol,TCGA-AC-A2BM-01A-11R-A21T-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A2-A0EM-01A-11R-A034-07,TCGA-A7-A3J1-01A-11R-A213-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-E2-A1L9-01A-11R-A13Q-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-AC-A3OD-01A-11R-A21T-07,TCGA-AN-A0AT-01A-11R-A034-07,TCGA-A7-A0DC-01A-11R-A00Z-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-E9-A228-01A-31R-A157-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-E2-A1AZ-01A-11R-A12P-07,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AN-A03Y-01A-21R-A00Z-07,TCGA-BH-A0HQ-01A-11R-A034-07,TCGA-A8-A090-01A-11R-A00Z-07,TCGA-AC-A3BB-01A-21R-A19W-07,TCGA-A8-A08B-01A-11R-A00Z-07,TCGA-EW-A1PC-01B-11R-A21T-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-C8-A12O-01A-11R-A115-07
CHRNA5,16.75,273.37,24.11,6.94,27.84,105.89,77.25,46.84,10.39,8.38,25.35,242.88,2.2,96.68,83.45,371.22,176.29,96.68,197.09,124.37,15.56,114.36,9.85,94.67,3.32,194.36,473.41
CEP85,389.72,156.59,253.23,256.78,130.6,441.64,285.03,163.28,285.03,234.57,212.78,356.05,309.83,251.48,265.87,241.19,329.84,460.44,172.65,155.5,145.02,307.69,157.68,305.55,563.18,239.52,231.32
RYR3,0.38,0.41,1.11,5.36,9.06,5.63,1.85,1.1,0.38,5.68,6.16,2.05,2.53,6.11,0.41,6.01,5.77,0.39,4.9,0.77,5.59,0.71,6.06,0.39,0.96,2.61,2.2
TBC1D31,157.68,255,60.82,73.03,33.78,246.28,84.63,68.55,154.42,63.89,218.79,190.34,74.06,80.01,109.66,190.34,231.32,275.28,120.94,287.01,65.72,135.24,67.59,376.41,293.07,229.72,170.25
MIER3,384.34,131.51,265.87,265.87,291.04,397.93,258.57,198.47,171.45,123.5,429.54,92.7,277.2,231.32,332.14,102.25,285.03,217.27,167.9,208.38,181.28,334.46,122.64,165.57,232.94,202.66,144.01
ZNF79,63,82.29,110.43,150.17,108.9,111.21,82.29,104.42,111.21,105.89,177.53,49.21,71.5,69.03,127,35.25,66.18,132.44,96.01,84.04,84.63,60.39,83.45,75.11,99.43,148.09,66.18
SIPA1L1,281.09,543.96,500.46,412,457.25,199.85,231.32,808,607.87,329.84,769.69,563.18,493.56,429.54,379.04,466.88,679.29,269.6,511,287.01,490.14,269.6,366.09,435.55,265.87,435.55,785.88
MIB1,325.29,441.64,713.11,325.29,351.14,220.32,303.44,293.07,301.33,121.79,1225.22,381.68,299.25,358.54,616.37,182.55,703.28,397.93,638.15,150.17,320.8,301.33,137.14,129.69,170.25,299.25,285.03
SPTBN1,753.83,733.19,1233.75,1519.15,3146.52,1857.6,1208.34,1183.45,1529.73,1081.39,2701.35,2047,1030.12,1605.83,2335.28,1104.13,1378.57,2319.15,1135.2,743.43,1023,961.07,1477.58,669.92,665.29,1794.29,1096.5
EHBP1,301.33,460.44,269.6,279.14,397.93,332.14,187.71,307.69,220.32,246.28,723.08,432.53,283.05,521.76,361.04,325.29,438.59,579.04,447.82,204.07,285.03,339.14,341.51,316.37,379.04,409.15,329.84
YIF1B,1135.2,1096.5,1199.98,1111.82,733.19,921.88,1388.16,941.27,1359.57,1819.35,497,2178.83,1388.16,1295.13,1662.49,2400.97,1242.34,1268.46,1151.06,1594.73,1369.04,1250.98,1617,1111.82,1936.53,928.3,1295.13
PHACTR1,25.91,49.21,34.02,92.7,191.67,191.67,30.12,37.85,52.45,17.38,185.11,71,15.68,72.52,51.71,52.08,75.11,95.34,32.82,31.9,48.87,52.82,47.17,49.56,22.1,29.27,43.02
DIP2A,309.83,351.14,215.77,450.94,329.84,351.14,244.57,343.89,314.17,279.14,441.64,285.03,244.57,1001.93,387.02,253.23,529.06,743.43,249.73,493.56,287.01,356.05,275.28,384.34,327.56,412,470.14
TRIM35,176.29,134.3,189.02,182.55,242.88,178.77,242.88,135.24,122.64,68.07,256.78,122.64,93.35,158.79,143.01,185.11,232.94,334.46,195.72,137.14,183.82,197.09,183.82,139.07,161.02,59.13,139.07
SPIC,3.72,0,0,0.32,0,1.53,0,0,1.46,0,13.52,0.93,0,0,1.95,0,2.84,1.79,0,0.66,0,1.19,0.64,0,0.28,3.82,1.01
C2orf88,10.71,27.05,14.35,35.5,50.98,7.63,21.94,8.92,25.35,30.78,144.01,104.42,8.32,53.95,7.69,27.64,102.97,6.46,444.72,4.13,16.51,13.93,44.89,56.28,4.1,12.45,13.93
MANF,4152.18,5183.54,2384.37,2148.82,2148.82,1991,3540.14,3235.01,2701.35,2682.69,947.83,2855.44,2148.82,4010.71,2796.65,4575.41,3303,4358.66,3955.48,9409.14,2367.9,3443.31,2400.97,3235.01,4869.99,3168.41,5329.3
NOB1,366.09,559.28,656.11,723.08,1066.48,733.19,1467.37,921.88,571.05,878.17,193.01,2351.53,684.02,988.12,1008.9,1977.24,1242.34,1313.23,921.88,878.17,775.05,480.04,854.13,728.11,698.41,426.57,947.83
MAF,115.97,181.28,158.79,279.14,166.73,119.26,93.35,283.05,122.64,164.42,339.14,66.65,21.94,158.79,185.11,74.58,1051.79,60.39,116.78,85.82,152.28,103.69,285.03,34.75,47.84,93.35,223.41
ZNF385A,159.9,1963.57,1015.93,3303,1313.23,1015.93,1313.23,1233.75,1378.57,2555.58,173.85,327.56,1066.48,872.1,1233.75,329.84,470.14,629.35,242.88,1127.35,1572.76,599.49,1540.37,703.28,633.73,934.76,463.65
CENPJ,147.06,171.45,55.1,178.77,72.52,74.58,28.86,103.69,129.69,133.36,134.3,198.47,75.64,155.5,249.73,93.35,312,334.46,199.85,157.68,84.63,94.67,69.52,171.45,229.72,114.36,102.97
GAB2,264.03,199.85,376.41,220.32,343.89,81.71,100.13,195.72,93.35,81.71,624.99,149.12,733.19,718.08,1331.57,142.01,127,878.17,177.53,3589.58,165.57,507.46,249.73,212.78,212.78,187.71,289.02
SCAF4,417.77,540.19,343.89,460.44,480.04,660.68,293.07,392.44,438.59,503.95,158.79,480.04,343.89,316.37,285.03,480.04,713.11,256.78,703.28,400.71,454.09,320.8,307.69,379.04,363.56,493.56,301.33
SLC25A24,866.07,587.13,1015.93,860.08,607.87,277.2,759.08,571.05,457.25,708.18,718.08,651.58,684.02,450.94,1331.57,642.59,878.17,836.53,738.29,358.54,713.11,1529.73,624.99,651.58,540.19,551.56,954.43
VTI1B,1159.07,2701.35,2061.24,1199.98,1781.89,1044.52,3018.3,2468.49,3901.01,1498.22,954.43,3325.99,1583.71,1331.57,2573.36,1519.15,2047,1030.12,1651,2400.97,2178.83,1208.34,2434.5,2682.69,1477.58,1936.53,2915.45
RBBP6,830.75,785.88,547.75,743.43,947.83,941.27,591.22,1008.9,896.64,759.08,769.69,872.1,1001.93,693.58,633.73,612.11,915.51,728.11,1111.82,599.49,836.53,679.29,599.49,1183.45,547.75,819.3,733.19
TMEM237,251.48,583.07,389.72,226.54,406.31,1175.27,256.78,466.88,381.68,547.75,346.29,1286.18,206.94,423.61,260.38,389.72,476.71,186.4,1594.73,195.72,358.54,366.09,429.54,371.22,571.05,583.07,305.55
DGCR2,1135.2,866.07,1216.75,1427.22,872.1,1175.27,1216.75,684.02,961.07,728.11,1104.13,884.29,1167.14,1369.04,620.67,1583.71,555.41,723.08,457.25,896.64,1051.79,1143.1,860.08,1015.93,791.35,1233.75,1519.15
KIF23,486.75,587.13,139.07,93.35,77.25,231.32,312,170.25,532.74,275.28,218.79,1104.13,105.89,251.48,575.03,1191.69,379.04,309.83,470.14,438.59,144.01,473.41,83.45,583.07,607.87,351.14,423.61
ADAMTSL3,57.08,52.82,23.42,48.52,30.56,19.68,18.16,19.82,16.51,9.78,37.05,71.5,35.25,25.72,67.59,1.87,12.64,24.28,4.7,28.45,42.41,48.87,11.91,130.6,8.58,6.73,111.99
TNFSF13,995,1437.15,1417.35,1191.69,830.75,454.09,748.61,830.75,1794.29,1151.06,753.83,381.68,540.19,860.08,314.17,511,441.64,470.14,293.07,599.49,961.07,753.83,1051.79,708.18,209.84,1427.22,775.05
CTRB2,0,2.07,0,1.5,0,31.45,0,0.58,0,0.6,3.92,2.43,0,0.6,0,2.78,0,0,1.79,2.07,0,4.28,2.48,5.92,0.53,0,9.56
MAPK8IP3,642.59,341.51,221.86,1037.29,397.93,325.29,518.15,341.51,669.92,748.61,397.93,366.09,1023,497,379.04,215.77,301.33,432.53,400.71,612.11,579.04,571.05,669.92,532.74,392.44,366.09,258.57
ZNF449,122.64,140.04,78.34,96.68,92.05,90.77,75.11,99.43,55.1,43.63,175.07,58.71,94.01,56.28,104.42,42.71,105.15,108.14,55.89,70.01,79.45,88.26,48.18,103.69,85.82,88.88,132.44
HIC1,36.01,134.3,46.5,197.09,285.03,128.79,75.64,148.09,98.73,118.43,59.13,29.48,39.5,107.38,63.89,92.7,52.45,41.22,28.45,39.5,143.01,67.12,381.68,36.53,55.1,28.45,120.1
TFF2,0,4.1,5.77,7.46,0,2.27,12.55,5.02,6.36,81.71,0.03,327.56,0,0,22.43,0,0,11.91,19.11,0,11.73,0,7.82,37.32,13.42,842.36,0
FABP5,674.59,1044.52,620.67,941.27,1909.85,813.63,836.53,2720.15,878.17,1127.35,1605.83,5555.65,825,1233.75,2956.17,3257.52,6207.38,249.73,4152.18,571.05,532.74,1322.37,2417.67,995,525.39,536.45,1359.57
CDCA8,166.73,389.72,130.6,144.01,38.95,603.67,441.64,172.65,305.55,435.55,102.25,1081.39,66.18,229.72,299.25,1561.89,679.29,384.34,1617,241.19,140.04,197.09,73.03,325.29,738.29,379.04,241.19
MDK,1388.16,2739.08,4802.93,15180.22,5183.54,55107.99,2451.44,2935.74,5219.6,42346.82,454.09,4736.79,4388.98,4181.07,12764.83,11745.96,39237.98,25530.66,30151.71,3190.46,4010.71,2609.3,8421.31,6745.86,8479.89,9215.48,3190.46
KCNC3,435.55,429.54,68.55,148.09,25.72,24.63,31.22,37.32,81.14,130.6,10.88,42.71,384.34,37.32,21.78,52.08,173.85,23.42,559.28,12.18,389.72,17.38,260.38,283.05,51.71,11.04,70.01
PI16,51.71,127,32.82,92.05,860.08,59.97,132.44,31.45,267.73,902.89,29.48,14.78,1.45,92.05,17.13,48.18,30.56,29.48,4.82,36.27,12.18,4.43,155.5,1.23,0.57,44.57,5.63
GTF2F2,343.89,660.68,638.15,432.53,518.15,343.89,656.11,775.05,551.56,607.87,612.11,466.88,351.14,547.75,629.35,536.45,808,825,698.41,718.08,638.15,325.29,500.46,629.35,426.57,423.61,412
FAM45A,1437.15,981.29,860.08,759.08,688.78,493.56,305.55,575.03,595.34,420.68,890.44,575.03,703.28,947.83,819.3,961.07,1304.15,642.59,490.14,642.59,607.87,1015.93,583.07,642.59,981.29,764.36,571.05
UHRF1BP1,251.48,182.55,167.9,123.5,85.82,120.94,145.02,100.83,97.36,96.68,229.72,285.03,169.07,124.37,146.03,195.72,123.5,224.97,126.12,153.34,172.65,241.19,74.58,183.82,108.14,195.72,127
NDUFS1,974.5,1447.15,1066.48,753.83,890.44,2075.59,642.59,808,713.11,825,1135.2,1605.83,612.11,921.88,532.74,896.64,579.04,1088.92,947.83,563.18,813.63,1286.18,599.49,748.61,808,1617,1059.11
TRAF3,147.06,246.28,289.02,197.09,275.28,147.06,234.57,148.09,241.19,119.26,287.01,480.04,154.42,116.78,163.28,256.78,264.03,371.22,98.04,189.02,202.66,154.42,186.4,150.17,127,191.67,178.77
PHF1,1529.73,743.43,1233.75,1388.16,1721.16,679.29,1023,981.29,1639.59,1709.26,514.56,1331.57,1313.23,1457.23,995,1286.18,733.19,688.78,848.22,1651,1127.35,1167.14,1250.98,860.08,934.76,629.35,595.34
CTDNEP1,2224.63,2664.15,2956.17,2976.74,2271.4,1896.65,1950,3742.05,3257.52,2609.3,518.15,1977.24,2434.5,2133.97,1639.59,3235.01,2255.7,1721.16,2384.37,2502.97,3168.41,1487.87,3190.46,1594.73,1883.54,1991,2645.74
SLITRK4,6.52,8.65,20.26,8.51,11.55,12,28.86,44.25,8.25,4.21,18.43,14.67,2.25,32.59,7.28,14.35,145.02,107.38,35.25,9.27,25.17,44.57,12.27,23.59,27.25,10.16,31.9
NINJ2,121.79,228.13,358.54,194.36,209.84,161.02,204.07,693.58,277.2,143.01,93.35,125.24,29.06,205.5,460.44,341.51,813.63,35.25,220.32,171.45,320.8,220.32,679.29,66.65,76.17,88.26,253.23
RASSF3,934.76,547.75,392.44,511,620.67,684.02,563.18,525.39,603.67,587.13,660.68,629.35,595.34,229.72,291.04,450.94,624.99,237.86,323.03,224.97,327.56,688.78,540.19,277.2,314.17,1073.91,503.95
RBCK1,2384.37,1583.71,1127.35,2468.49,1175.27,884.29,1427.22,2004.85,1991,2468.49,698.41,866.07,1167.14,1127.35,1508.65,878.17,1651,1457.23,1304.15,2032.85,1662.49,1037.29,2351.53,1745.2,2255.7,2148.82,2193.99
VDR,178.77,438.59,339.14,384.34,733.19,165.57,90.14,426.57,438.59,258.57,108.14,305.55,82.87,514.56,170.25,387.02,486.75,423.61,273.37,199.85,521.76,336.79,307.69,209.84,205.5,273.37,595.34
NCR1,5.54,9.93,0,11.3,1.99,4.35,1.33,1.93,2.94,13.22,12.36,3.41,0.28,1.35,0.97,4.13,5.77,2.39,0,1.99,3.29,1.5,3.79,0,1.11,10.47,4.39
TMEM190,8.58,44.25,2.84,16.03,1.45,1.04,8.45,6.46,1.6,0,3.53,1.69,0,7.11,9.63,0,9.78,3.2,3.66,10.08,31.9,0,0,28.86,33.54,4.78,0
YPEL5,1572.76,1794.29,1936.53,1883.54,1896.65,1883.54,1639.59,2148.82,1119.56,2209.26,1697.45,1561.89,1651,1769.57,2047,921.88,1519.15,1639.59,1417.35,872.1,1378.57,1350.18,1508.65,866.07,1104.13,2075.59,1081.39
LEPROT,836.53,813.63,909.17,934.76,1208.34,559.28,934.76,1295.13,656.11,543.96,1081.39,409.15,583.07,1498.22,1268.46,723.08,1233.75,599.49,1350.18,348.71,1159.07,1467.37,890.44,579.04,536.45,808,1313.23
CAPNS2,0,0,0.72,0,1.73,1,0.72,2.36,0.64,6.78,10.88,0.36,0,1.43,0,0,0,0,59.13,0,0.72,0,1.35,0,0,1.89,2.81
C18orf21,454.09,414.87,571.05,420.68,454.09,551.56,366.09,616.37,412,612.11,532.74,1008.9,351.14,309.83,698.41,1769.57,426.57,281.09,1909.85,866.07,323.03,497,353.59,403.5,624.99,432.53,423.61
LRRIQ3,16.39,7.51,12.64,10.88,14.35,9.78,17.64,12.36,24.11,11.13,50.27,18.03,28.45,33.78,39.22,27.05,13.52,58.71,33.78,7.82,13.93,3.53,10.88,0,18.97,61.25,15.22
PITPNM2,69.03,24.81,19.68,82.29,85.22,45.85,61.25,57.89,50.63,59.55,96.68,63.89,279.14,46.84,43.02,127.89,69.52,33.54,114.36,68.07,31,63.89,53.95,20.71,60.82,31.22,80.01
TDG,438.59,490.14,277.2,336.79,567.1,351.14,579.04,470.14,368.65,460.44,607.87,669.92,343.89,423.61,490.14,371.22,698.41,620.67,1059.11,397.93,246.28,316.37,275.28,339.14,414.87,348.71,463.65
ANKRD13B,187.71,45.21,58.3,137.14,80.01,379.04,109.66,97.36,143.01,392.44,48.52,190.34,111.99,253.23,119.26,336.79,223.41,808,206.94,249.73,155.5,91.41,169.07,62.12,289.02,173.85,279.14
PTGES3,7911.95,8134.41,5711.87,4512.4,4607.24,6840.04,7857.29,6121.9,5403.7,5147.73,2816.11,4671.57,7230.1,5995.9,5672.41,4607.24,6079.61,5594.3,5292.48,8778.97,4736.79,5711.87,4802.93,6381.92,4450.27,9474.59,8538.88
CXCL9,780.44,2240.11,88.88,1208.34,63.89,2502.97,204.07,291.04,1023,2148.82,1159.07,563.18,4.03,73.03,28.65,1059.11,1832.01,409.15,18.16,532.74,108.14,525.39,1447.15,511,29.7,4450.27,633.73
CEMP1,242.88,89.51,90.77,170.25,58.3,66.18,40.36,122.64,214.27,356.05,43.63,44.89,170.25,122.64,70.01,142.01,85.82,60.82,55.1,189.02,115.16,248,237.86,92.7,121.79,71.5,198.47
RP11-156P1.2,0,1.69,0,0,1.01,1.91,1.71,0,1.2,0,5.11,0,2.39,2.78,2.68,0.92,0,2.16,0,0,0,1.23,0,0,0.58,7.4,11.13
TRAIP,144.01,139.07,61.25,138.1,29.91,124.37,170.25,71.5,237.86,204.07,52.08,145.02,85.82,123.5,140.04,181.28,133.36,232.94,253.23,206.94,130.6,140.04,101.54,287.01,400.71,199.85,166.73
MPND,476.71,285.03,466.88,555.41,297.17,525.39,426.57,351.14,423.61,406.31,543.96,368.65,423.61,486.75,738.29,423.61,220.32,543.96,312,718.08,718.08,547.75,890.44,547.75,536.45,791.35,514.56
C17orf103,52.08,55.89,147.06,218.79,96.01,105.89,85.22,91.41,58.3,117.6,78.89,58.71,102.97,107.38,78.89,38.12,81.71,25.72,38.4,117.6,234.57,102.97,117.6,28.86,131.51,94.01,66.65
NOC2L,1051.79,1350.18,1151.06,1250.98,1304.15,3124.78,1572.76,718.08,1359.57,2555.58,819.3,2434.5,1540.37,2004.85,1519.15,1757.34,2133.97,1119.56,2417.67,1369.04,1487.87,1259.69,1216.75,1295.13,1594.73,1081.39,1359.57
FLVCR1,339.14,281.09,314.17,143.01,186.4,543.96,279.14,189.02,214.27,237.86,529.06,150.17,93.35,138.1,198.47,234.57,255,656.11,543.96,348.71,195.72,373.81,128.79,679.29,327.56,438.59,251.48
FAM64A,63,94.01,119.26,90.14,18.43,551.56,212.78,125.24,167.9,223.41,80.57,371.22,40.07,153.34,305.55,718.08,579.04,287.01,295.11,206.94,121.79,162.14,34.51,120.94,551.56,176.29,73.03
MRS2,540.19,703.28,381.68,295.11,389.72,620.67,591.22,514.56,293.07,728.11,595.34,1832.01,473.41,490.14,381.68,579.04,759.08,514.56,1216.75,629.35,679.29,947.83,343.89,728.11,532.74,525.39,536.45
CRIM1,130.6,500.46,1417.35,460.44,1369.04,728.11,718.08,497,563.18,246.28,1662.49,223.41,1066.48,872.1,341.51,223.41,392.44,175.07,285.03,199.85,583.07,373.81,603.67,356.05,406.31,688.78,547.75
RYR2,1.6,0.39,2.48,5.36,6.36,0.38,2.16,3.47,1.6,11.3,88.26,16.75,0.66,13.52,2.14,5.06,8.51,0.37,2.18,128.79,3.53,1.31,6.73,18.97,2.14,4.5,3.26
SHMT2,1745.2,4512.4,1369.04,1417.35,988.12,1870.53,2451.44,1331.57,1794.29,4607.24,954.43,1963.57,1529.73,1745.2,1378.57,3955.48,1572.76,2303.12,1757.34,6037.61,1936.53,1407.55,1721.16,1662.49,1769.57,2209.26,2224.63
GABARAP,16496.96,10154.69,22850.48,18431.96,16843.62,16727.26,17197.56,19482.97,21320.18,17078.76,4210.15,9474.59,19214.73,14663.09,13776.25,13399.51,14262.1,8421.31,18431.96,19482.97,24832.5,11267.44,26067.14,13123.73,18689.27,11035.54,12853.63
PAX2,2.68,1.36,0,62.12,1.03,7.4,12.45,3.89,0,5.32,0.87,0,0.32,25.17,48.18,0,0.36,32.36,0.91,3.35,14.78,4.5,40.07,0,0.31,134.3,2.07
TEX11,2.68,1.01,3.66,1.28,0.34,7.51,2.36,1.97,2.39,6.41,3.38,3.47,1.19,3.44,1.68,5.11,7.46,0.31,1.17,3.03,2.34,1.83,2.25,0,1.43,10.88,2.73
PLA2G3,0.32,20.56,146.03,2.27,8.38,10.63,0,16.15,127.89,1.04,1.71,4.13,0,0.37,0.36,1.85,0,0,0,0.36,0,0,1,220.32,0.6,54.33,0
SYVN1,1008.9,1745.2,1001.93,1233.75,902.89,708.18,1268.46,1340.84,1331.57,1051.79,244.57,759.08,733.19,2133.97,1295.13,866.07,902.89,738.29,967.76,1508.65,1199.98,1963.57,872.1,808,633.73,1467.37,1143.1
SERPINE3,16.88,28.65,30.56,28.65,21.94,14.89,33.06,14.45,28.65,9.34,112.77,5.96,17.9,29.7,19.11,7.46,21.94,32.82,12.83,29.27,22.75,16.63,14.78,26.86,7.34,40.36,11.82
PPP1R12A,679.29,470.14,339.14,490.14,651.58,507.46,397.93,500.46,392.44,309.83,1605.83,698.41,567.1,713.11,693.58,249.73,743.43,511,555.41,299.25,334.46,674.59,309.83,246.28,248,642.59,915.51
WDR74,414.87,825,775.05,934.76,981.29,848.22,1233.75,571.05,480.04,743.43,1832.01,1806.78,1044.52,497,607.87,1883.54,1081.39,748.61,1697.45,1008.9,743.43,733.19,896.64,1208.34,791.35,665.29,674.59
DCAF12,624.99,500.46,775.05,759.08,599.49,1066.48,638.15,884.29,723.08,332.14,769.69,470.14,728.11,878.17,1096.5,514.56,1594.73,1388.16,540.19,500.46,579.04,460.44,507.46,642.59,1073.91,1044.52,571.05
NUDT3,232.94,312,395.18,198.47,281.09,381.68,339.14,351.14,198.47,253.23,540.19,470.14,371.22,212.78,198.47,595.34,236.21,267.73,246.28,190.34,356.05,269.6,209.84,325.29,143.01,215.77,175.07
NELFE,1781.89,1529.73,1794.29,1304.15,1605.83,1883.54,2351.53,1259.69,1745.2,2485.67,1191.69,4152.18,2032.85,1769.57,2609.3,2758.13,1467.37,2163.77,1883.54,3018.3,2271.4,1950,1745.2,2193.99,2895.31,1540.37,1037.29
EDN3,0.58,0,2.66,4.74,16.15,0.31,10.71,0.32,0.29,1,24.81,1.87,0.87,109.66,0,16.63,8.32,1.51,0,0.33,11.82,3.32,3.82,0,0,0.29,0
KRT23,56.68,29.48,110.43,684.02,2609.3,116.78,21.32,141.02,24.99,497,638.15,928.3,86.43,441.64,3.69,2090.03,55.49,6.73,39.5,22.43,480.04,4671.57,194.36,1806.78,3419.52,11.3,848.22
THRA,575.03,264.03,305.55,848.22,376.41,896.64,438.59,450.94,529.06,3257.52,275.28,256.78,417.77,728.11,954.43,215.77,141.02,620.67,90.77,262.2,460.44,444.72,463.65,2816.11,854.13,480.04,346.29
FOXO4,180.02,171.45,339.14,555.41,223.41,323.03,155.5,109.66,285.03,128.79,177.53,110.43,301.33,351.14,265.87,132.44,195.72,144.01,166.73,264.03,432.53,98.73,329.84,152.28,571.05,718.08,246.28
SBNO1,339.14,327.56,381.68,231.32,265.87,197.09,283.05,246.28,212.78,155.5,591.22,264.03,285.03,236.21,420.68,130.6,420.68,373.81,476.71,221.86,289.02,343.89,171.45,211.31,190.34,373.81,397.93
APTX,728.11,587.13,830.75,780.44,679.29,934.76,775.05,1059.11,764.36,555.41,718.08,551.56,802.41,884.29,819.3,514.56,1183.45,1397.83,642.59,490.14,669.92,497,698.41,1437.15,1561.89,1191.69,629.35
PRKRA,733.19,693.58,1015.93,830.75,981.29,2004.85,518.15,1233.75,842.36,961.07,890.44,1208.34,872.1,1088.92,620.67,836.53,1350.18,718.08,1745.2,633.73,713.11,1225.22,848.22,1191.69,738.29,1191.69,1143.1
IGFL4,0.96,0.73,5.54,1.03,1.07,1.66,1.08,5.11,0.96,8.06,1.77,1.99,0.34,6.41,2.1,0.97,8.06,0.97,1.83,0.38,4.86,0.97,8,1.64,2.68,0,6.78
HOXD1,2.32,56.28,6.11,11.73,14.03,29.91,10.39,29.06,16.15,51.71,8.92,2.46,1.04,4.46,7.46,4.58,8.99,5.23,6.84,8.19,9.56,13.03,27.25,41.81,37.59,6.52,9.78
CHRM4,1.85,19.68,4.1,4.58,5.15,8,3.82,5.68,7.57,2.1,3.47,1.95,8.65,0.38,2.05,5.54,2.01,2.81,1.81,5.82,5.77,4.66,8.85,0,0.61,7.11,3.5
PANX2,146.03,5.54,11.91,118.43,20.26,130.6,7.4,2.58,24.28,39.5,12.74,59.97,99.43,40.07,105.89,5.28,0.79,119.26,10.71,4.1,8.71,57.08,10.08,21.32,178.77,0.75,117.6
RP11-77K12.7,0,0.37,0,0,1.07,2.97,0,1.71,0.64,15.11,0.02,0.35,4.28,4.28,0.71,5.02,1.71,2.56,3.92,6.26,1.06,0.34,0.68,0,0.91,2.53,1.45
SERP1,6121.9,3690.52,3467.27,2163.77,2573.36,2935.74,6426.31,2148.82,2417.67,3212.66,5872.48,1159.07,2485.67,2573.36,2047,1304.15,2777.33,1529.73,2451.44,3901.01,1870.53,2468.49,2591.27,3190.46,2485.67,5041.77,2855.44
ATP2A1,26.28,19.68,11.04,19.39,11.04,61.25,2.73,12.55,32.59,152.28,10.24,21.78,22.59,11.64,34.51,35.5,29.7,47.5,72.01,11.04,22.75,18.43,28.45,33.3,47.5,54.72,34.75
LMO1,2.66,3.35,0,6.57,1.35,18.84,0.35,6.41,0,32.59,0,6.52,0,5.73,0.67,0,0,11.55,0.59,1.68,0,1.51,1.3,10.88,2.56,2.12,10.31
NRAP,2.01,0.43,0.43,2.53,0,0,0,0,0,0,6.57,0.75,3.29,0.44,0,0.73,1.13,0,6.16,5.63,0.43,2.05,0.77,1.77,0.38,0,0
LEF1,3372.43,236.21,244.57,703.28,909.17,283.05,684.02,1427.22,579.04,231.32,1015.93,341.51,100.13,277.2,249.73,177.53,575.03,277.2,197.09,260.38,251.48,215.77,423.61,417.77,309.83,185.11,708.18
OR52N4,1.99,0.79,0,25.35,5.92,0.74,0.79,1.13,3.63,1.16,5.54,0,0.69,3.03,0,3.99,6.41,0,0,0,0,0,2.16,0,3.47,1.04,0
PPP1R18,460.44,1250.98,679.29,1199.98,1639.59,1286.18,693.58,1819.35,1295.13,1674.06,547.75,1313.23,271.48,1369.04,819.3,2271.4,1183.45,1119.56,1023,607.87,813.63,854.13,1757.34,660.68,642.59,629.35,1001.93
MYLPF,4.1,12.27,20.41,21.47,14.67,34.26,45.85,43.63,29.27,80.57,8.85,34.75,11.64,10.39,17.25,21.78,38.67,0,74.58,32.82,30.12,28.45,70.51,17.77,6.62,17,12.55
AL138764.1,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAH1,1628.26,842.36,1340.84,1096.5,1183.45,1832.01,1359.57,2502.97,1639.59,1583.71,693.58,2240.11,902.89,1508.65,1498.22,1286.18,1733.13,2032.85,3690.52,587.13,921.88,1369.04,1745.2,1023,1529.73,1561.89,1304.15
CRNN,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0
LAMB4,0.64,4.24,1.07,1.03,1.43,5.32,1.79,3.11,5.02,4.28,2.66,1.01,0.64,3.96,2.1,3.17,0.36,1.6,0.93,0.72,1.41,3.5,6.41,1.64,1.22,2.25,2.16
HECTD4,559.28,403.5,414.87,642.59,379.04,318.57,599.49,426.57,403.5,651.58,599.49,171.45,633.73,435.55,457.25,212.78,406.31,529.06,543.96,483.38,384.34,551.56,389.72,299.25,236.21,607.87,473.41
SPINK1,10.24,45.53,6.36,1.14,11.21,0,1.58,6.21,8.99,10.88,49.21,20.56,0,16.75,7.75,11.04,4.03,0,10.31,0,0,2.1,0,0,1.03,0,12.55
P2RX7,128.79,86.43,16.15,90.14,36.27,63,27.64,69.03,55.1,34.26,190.34,18.16,41.22,63.45,40.07,21.32,81.14,18.97,10,25.35,34.75,91.41,48.87,16.03,10.39,84.04,90.77
PRELP,285.03,166.73,94.67,753.83,656.11,51.35,242.88,148.09,81.14,167.9,76.17,267.73,11.21,480.04,46.84,65.72,146.03,105.15,28.45,204.07,265.87,115.16,651.58,39.5,57.49,77.25,91.41
